City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Akyab,MM,2022-06-07 01:47:03,20.15,92.9,83.1,75,91,5.44
294,Karratha,AU,2022-06-07 01:47:03,-20.7377,116.8463,71.87,42,15,22.15
295,Pisco,PE,2022-06-07 01:47:04,-13.7,-76.2167,64.45,82,23,9.22
296,Saint-Pierre,RE,2022-06-07 01:47:04,-21.3393,55.4781,71.28,78,75,11.5
297,Jizan,SA,2022-06-07 01:47:05,17.3333,42.6667,85.14,70,39,1.77
298,Kununurra,AU,2022-06-07 01:47:05,-15.7667,128.7333,87.78,45,51,10.36
299,Raipur,IN,2022-06-07 01:47:05,21.2333,81.6333,86.14,62,20,6.91
300,Huarmey,PE,2022-06-07 01:47:06,-10.0681,-78.1522,64.4,86,50,3.02
301,Guilin,CN,2022-06-07 01:47:06,25.2819,110.2864,77.11,78,100,3.94
302,Ylivieska,FI,2022-06-07 01:47:07,64.0833,24.55,48.31,61,96,7.36
303,Tilichiki,RU,2022-06-07 01:47:07,60.4667,166.1,49.44,77,100,10.13
304,Ostrovnoy,RU,2022-06-07 01:47:07,68.0531,39.5131,40.42,95,100,9.1
305,Requena,ES,2022-06-07 01:47:08,39.4883,-1.1004,61.79,37,52,3.91
306,Saint-Francois,FR,2022-06-07 01:47:08,46.4154,3.9054,60.24,88,100,3.44
307,Saint Anthony,US,2022-06-07 01:42:43,45.0205,-93.218,73.02,42,0,9.22
308,Clyde River,CA,2022-06-07 01:42:13,70.4692,-68.5914,41.23,70,75,2.3
309,Phalaborwa,ZA,2022-06-07 01:47:09,-23.943,31.1411,54.68,84,0,4.29
310,Sibu,MY,2022-06-07 01:47:09,2.3,111.8167,79.11,88,20,3.44
311,Boyuibe,BO,2022-06-07 01:47:10,-20.4167,-63.2833,58.1,78,100,6.22
312,Alice Springs,AU,2022-06-07 01:47:10,-23.7,133.8833,56.75,51,6,14.97
313,Stromness,GB,2022-06-07 01:47:10,58.965,-3.296,51.76,90,18,5.99
314,Christchurch,NZ,2022-06-07 01:47:11,-43.5333,172.6333,63.48,63,100,14.97
315,Lata,PT,2022-06-07 01:47:11,40.1629,-8.3327,60.75,94,95,2.86
316,Nikolskoye,RU,2022-06-07 01:47:12,59.7035,30.7861,49.8,69,43,4.29
317,Pacific Grove,US,2022-06-07 01:47:12,36.6177,-121.9166,74.55,78,0,9.22
318,Yangjiang,CN,2022-06-07 01:47:13,21.85,111.9667,84.81,75,100,7.49
319,Aswan,EG,2022-06-07 01:47:13,24.0934,32.907,85.3,23,0,8.05
320,Live Oak,US,2022-06-07 01:47:13,36.9836,-121.9805,77.61,61,0,8.05
321,Marsh Harbour,BS,2022-06-07 01:48:14,26.5412,-77.0636,80.28,81,100,14.07
322,Plyussa,RU,2022-06-07 01:48:14,58.4308,29.3654,42.62,66,77,0.2
323,Port Hardy,CA,2022-06-07 01:48:15,50.6996,-127.4199,55.58,82,100,5.75
324,Tessalit,ML,2022-06-07 01:48:15,20.1986,1.0114,88.95,20,45,5.86
325,Geraldton,AU,2022-06-07 01:48:15,-28.7667,114.6,66.61,39,7,28.77
326,Chuy,UY,2022-06-07 01:48:16,-33.6971,-53.4616,50.2,92,63,5.41
327,Mount Isa,AU,2022-06-07 01:48:16,-20.7333,139.5,65.97,37,4,13.8
328,San Quintin,MX,2022-06-07 01:48:17,30.4833,-115.95,64.49,85,57,14.85
329,Lewistown,US,2022-06-07 01:46:27,40.5992,-77.5714,75.18,43,0,5.75
330,Loreto,MX,2022-06-07 01:47:52,22.2667,-101.9667,78.37,22,92,6.26
331,Eregli,TR,2022-06-07 01:48:17,37.5133,34.0467,62.96,66,1,4.9
332,Nyurba,RU,2022-06-07 01:48:18,63.2842,118.3319,66.29,55,28,3.85
333,Tarbagatay,RU,2022-06-07 01:48:18,51.4803,107.3602,51.33,90,100,6.96
334,Gannan,CN,2022-06-07 01:48:19,47.9147,123.5031,66.79,46,100,6.49
335,Orlik,RU,2022-06-07 01:48:19,52.5178,99.825,46.13,43,100,3.53
336,Mucuri,BR,2022-06-07 01:48:19,-18.0864,-39.5508,69.19,76,1,1.25
337,Zenzeli,RU,2022-06-07 01:48:20,45.9241,47.0474,64.81,58,99,8.28
338,Giyon,ET,2022-06-07 01:48:20,8.5333,37.9833,56.3,96,100,0.11
339,Borogontsy,RU,2022-06-07 01:48:21,62.6683,131.1683,81.66,34,52,3.36
340,College,US,2022-06-07 01:48:21,64.8569,-147.8028,76.98,22,20,12.66
341,Dahod,IN,2022-06-07 01:48:22,22.8333,74.2667,84.15,51,10,14.52
342,Longyearbyen,SJ,2022-06-07 01:48:22,78.2186,15.6401,42.64,70,40,13.8
343,Kyshtovka,RU,2022-06-07 01:48:22,56.555,76.6271,52.57,73,7,3.36
344,Araouane,ML,2022-06-07 01:48:23,18.9048,-3.5265,90.03,23,0,11.61
345,Tete,MZ,2022-06-07 01:48:23,-16.1564,33.5867,69.89,68,40,9.22
346,Inhambane,MZ,2022-06-07 01:48:24,-23.865,35.3833,69.33,66,100,11.03
347,Narsaq,GL,2022-06-07 01:48:24,60.9167,-46.05,41.65,89,100,4.18
348,Mitsamiouli,KM,2022-06-07 01:48:24,-11.3847,43.2844,78.08,71,78,8.77
349,Sosnogorsk,RU,2022-06-07 01:48:25,63.6023,53.8817,58.21,56,37,6.53
350,La Presa,US,2022-06-07 01:48:25,32.7081,-116.9973,80.91,76,75,9.22
351,Chara,RU,2022-06-07 01:48:26,56.9064,118.2631,70.72,41,26,1.59
352,Nouadhibou,MR,2022-06-07 01:48:26,20.931,-17.0347,69.78,78,55,19.57
353,Puerto Del Rosario,ES,2022-06-07 01:48:27,28.5004,-13.8627,69.55,78,40,18.41
354,Kirovohrad,UA,2022-06-07 01:48:27,48.5132,32.2597,56.61,74,1,4.97
355,Hobyo,SO,2022-06-07 01:48:28,5.3505,48.5268,78.85,76,100,25.7
356,Krasnoselkup,RU,2022-06-07 01:48:28,65.7,82.4667,44.76,47,57,10.78
357,Hornepayne,CA,2022-06-07 01:48:29,49.2138,-84.7705,50.85,98,100,6.11
358,Gunjur,GM,2022-06-07 01:48:29,13.2019,-16.7339,77.07,88,0,6.91
359,Nizwa,OM,2022-06-07 01:48:30,22.9333,57.5333,81.97,37,1,0.4
360,Linares,CL,2022-06-07 01:48:30,-35.85,-71.6,49.78,88,100,1.92
361,Ca Mau,VN,2022-06-07 01:48:30,9.1769,105.15,87.85,63,41,8.23
362,Kieta,PG,2022-06-07 01:48:31,-6.2167,155.6333,82.29,78,100,5.91
363,West Bay,KY,2022-06-07 01:48:31,19.3667,-81.4167,83.07,84,75,9.22
364,Faanui,PF,2022-06-07 01:48:32,-16.4833,-151.75,80.28,75,18,16.8
365,Baherden,TM,2022-06-07 01:48:32,38.4362,57.4316,85.35,12,17,4.36
366,Hay River,CA,2022-06-07 01:49:32,60.8156,-115.7999,62.58,42,40,14.97
367,Avon Park,US,2022-06-07 01:49:33,27.5959,-81.5062,77.81,88,35,5.48
368,Uvat,RU,2022-06-07 01:49:33,59.1433,68.8953,47.68,60,9,7.87
369,Gasa,PS,2022-06-07 01:49:34,31.5,34.4667,64.89,81,2,3.91
370,Inuvik,CA,2022-06-07 01:46:37,68.3499,-133.7218,43.56,56,75,13.8
371,Mahibadhoo,MV,2022-06-07 01:49:34,3.7833,72.9667,81.82,76,96,10.74
372,Vila Franca Do Campo,PT,2022-06-07 01:49:35,37.7167,-25.4333,66.61,96,93,8.05
373,Poum,NC,2022-06-07 01:49:35,-20.2333,164.0167,78.04,68,84,13.35
374,Leshukonskoye,RU,2022-06-07 01:49:35,64.8989,45.7622,48.88,83,96,6.71
375,Simao Dias,BR,2022-06-07 01:49:36,-10.7383,-37.8111,67.86,87,57,3.09
376,Kita,ML,2022-06-07 01:49:36,13.0349,-9.4895,84.61,46,78,2.55
377,Acatlan,MX,2022-06-07 01:49:36,20.15,-98.45,60.94,56,22,3.02
378,Daru,PG,2022-06-07 01:49:37,-9.0763,143.2092,82.54,77,68,5.1
379,Zlobin,HR,2022-06-07 01:49:37,45.2924,14.6541,65.5,64,0,8.05
380,Talara,PE,2022-06-07 01:49:38,-4.5772,-81.2719,64.74,85,19,11.27
381,Emilio Carranza,MX,2022-06-07 01:49:38,19.9711,-96.6114,80.73,79,96,12.53
382,Proletarskiy,RU,2022-06-07 01:49:39,50.7914,35.7731,57.83,76,100,3.29
383,Alta Floresta,BR,2022-06-07 01:49:39,-9.8756,-56.0861,74.07,76,53,0.47
384,Ondo,NG,2022-06-07 01:49:39,7.1,4.8333,69.51,98,57,2.06
385,Tahoua,NE,2022-06-07 01:49:40,14.8888,5.2692,83.34,45,98,5.35
386,Deep River,CA,2022-06-07 01:49:40,46.1001,-77.4995,58.95,97,100,8.19
387,Laela,TZ,2022-06-07 01:49:41,-8.5667,32.05,51.57,91,8,5.66
388,Ban Phai,TH,2022-06-07 01:49:41,16.06,102.731,82.62,63,100,13.38
389,Adrar,MR,2022-06-07 01:49:42,20.5022,-10.0711,88.25,13,9,12.41
390,Whitefish,US,2022-06-07 01:49:42,48.4111,-114.3376,61.41,61,75,11.5
391,Ilo,PE,2022-06-07 01:49:42,-17.6394,-71.3375,63.46,82,100,11.5
392,Wanning,CN,2022-06-07 01:49:43,18.8003,110.3967,87.49,65,99,11.41
393,Invermere,CA,2022-06-07 01:49:43,50.5167,-116.0354,53.37,96,100,3.09
394,Svobodnyy,RU,2022-06-07 01:49:44,51.4,128.1333,77.85,38,11,6.38
395,Bambanglipuro,ID,2022-06-07 01:49:44,-7.95,110.2833,82.36,76,98,5.19
396,Salta,AR,2022-06-07 01:47:07,-24.7859,-65.4117,49.57,83,0,3.44
397,Aklavik,CA,2022-06-07 01:49:45,68.2191,-135.0107,45.99,58,73,15.28
398,Gold Coast,AU,2022-06-07 01:46:17,-28.0,153.4333,60.87,68,95,5.75
399,Madimba,TZ,2022-06-07 01:49:45,-10.4,40.3333,72.01,85,90,12.1
400,Majholi,IN,2022-06-07 01:49:46,23.5,79.9167,88.84,16,47,14.88
401,Sao Paulo De Olivenca,BR,2022-06-07 01:49:46,-3.3783,-68.8725,72.21,98,79,1.39
402,Auki,SB,2022-06-07 01:49:47,-8.7676,160.7034,86.18,59,4,4.03
403,Port Blair,IN,2022-06-07 01:47:58,11.6667,92.75,80.64,89,100,6.91
404,Ibiapina,BR,2022-06-07 01:49:47,-3.9233,-40.8894,63.81,88,38,3.89
405,Kushiro,JP,2022-06-07 01:49:48,42.975,144.3747,47.35,81,75,9.22
406,Constitucion,CL,2022-06-07 01:49:48,-35.3333,-72.4167,51.62,90,100,4.32
407,Nova Olimpia,BR,2022-06-07 01:45:58,-14.7972,-57.2881,77.04,52,38,3.06
408,Waqqas,JO,2022-06-07 01:49:48,32.5427,35.6053,71.78,84,31,2.48
409,Kyle,US,2022-06-07 01:49:49,29.9984,-97.8715,90.97,60,0,19.57
410,Vila Velha,BR,2022-06-07 01:49:49,-20.3297,-40.2925,64.35,87,0,3.44
411,Bandarbeyla,SO,2022-06-07 01:49:50,9.4942,50.8122,80.46,74,100,22.08
412,San Luis,AR,2022-06-07 01:50:50,-33.295,-66.3356,52.14,45,3,7.56
413,Chiredzi,ZW,2022-06-07 01:50:51,-21.05,31.6667,50.86,90,2,2.44
414,Asau,RO,2022-06-07 01:50:51,46.4333,26.4,53.96,94,4,4.54
415,Abu Samrah,SY,2022-06-07 01:50:51,35.3029,37.1841,65.95,76,0,7.72
416,Olafsvik,IS,2022-06-07 01:50:52,64.8945,-23.7142,48.18,96,100,14.45
417,Tiarei,PF,2022-06-07 01:50:52,-17.5333,-149.3333,84.22,73,12,18.5
418,Mangochi,MW,2022-06-07 01:50:53,-14.4782,35.2645,62.44,88,97,8.12
419,Amecameca,MX,2022-06-07 01:50:53,19.1167,-98.7667,75.13,61,17,2.53
420,El Pardo,PH,2022-06-07 01:50:53,9.66,123.4944,86.11,65,99,2.24
421,Itarema,BR,2022-06-07 01:50:54,-2.9248,-39.9167,74.82,87,10,7.4
422,Banjar,ID,2022-06-07 01:50:54,-8.19,114.9675,86.23,66,38,0.25
423,San Policarpo,PH,2022-06-07 01:50:55,12.1791,125.5072,85.57,67,100,5.28
424,Limoux,FR,2022-06-07 01:50:55,42.9167,2.1667,59.52,93,16,4.94
425,Becerril,CO,2022-06-07 01:50:55,9.7041,-73.2793,74.35,94,7,3.62
426,Rundu,NA,2022-06-07 01:50:56,-17.9333,19.7667,45.36,58,0,6.51
427,Mbuji-Mayi,CD,2022-06-07 01:50:56,-6.15,23.6,66.25,53,7,3.91
428,Velasco Ibarra,EC,2022-06-07 01:50:56,-1.05,-79.6167,73.96,84,86,6.02
429,Vanavara,RU,2022-06-07 01:50:57,60.34,102.2797,52.95,81,99,10.36
430,Khani,GE,2022-06-07 01:50:57,41.9563,42.9566,56.77,98,100,2.08
431,Tuymazy,RU,2022-06-07 01:50:58,54.6067,53.7097,54.86,98,100,11.32
432,Kudahuvadhoo,MV,2022-06-07 01:50:58,2.6708,72.8944,82.04,74,64,8.14
433,Robertsport,LR,2022-06-07 01:50:59,6.7533,-11.3686,78.85,81,100,4.76
434,Dhidhdhoo,MV,2022-06-07 01:50:59,6.8833,73.1,82.71,75,100,13.8
435,Biak,ID,2022-06-07 01:51:00,-0.9131,122.8766,83.21,67,43,2.93
436,Hellvik,NO,2022-06-07 01:51:00,59.9156,5.781,57.78,73,66,1.01
437,Kirakira,SB,2022-06-07 01:51:00,-10.4544,161.9205,84.94,69,8,12.12
438,Urbana,US,2022-06-07 01:51:01,40.1106,-88.2073,73.49,78,100,13.8
439,Zinder,NE,2022-06-07 01:51:01,13.8072,8.9881,82.54,32,62,5.99
440,Urucara,BR,2022-06-07 01:51:02,-2.5364,-57.76,73.04,98,100,1.72
441,Witbank,ZA,2022-06-07 01:51:02,-25.8713,29.2332,45.19,67,0,3.62
442,Rawson,AR,2022-06-07 01:50:49,-43.3002,-65.1023,52.72,57,100,7.7
443,Oranjemund,NA,2022-06-07 01:51:03,-28.55,16.4333,66.15,30,5,10.09
444,Vallenar,CL,2022-06-07 01:51:03,-28.5708,-70.7581,59.7,43,0,0.4
445,Abha,SA,2022-06-07 01:51:04,18.2164,42.5053,66.02,48,0,0.0
446,Sundsvall,SE,2022-06-07 01:51:04,62.3913,17.3063,48.16,87,100,4.61
447,Povorino,RU,2022-06-07 01:51:04,51.1945,42.2457,54.21,91,0,6.55
448,Acari,PE,2022-06-07 01:51:05,-15.4311,-74.6158,67.82,77,30,2.91
449,Marfino,RU,2022-06-07 01:51:05,55.7028,37.3822,51.94,76,0,8.95
450,Marsabit,KE,2022-06-07 01:51:06,2.3284,37.9899,59.94,81,95,14.76
451,Nuuk,GL,2022-06-07 01:51:06,64.1835,-51.7216,43.88,52,11,8.99
452,Terney,RU,2022-06-07 01:51:06,45.0503,136.6092,56.25,58,3,7.49
453,Kotelnich,RU,2022-06-07 01:51:07,58.3089,48.348,52.36,91,100,8.46
454,Klaksvik,FO,2022-06-07 01:51:07,62.2266,-6.589,47.32,81,100,9.04
455,Kaniama,CD,2022-06-07 01:51:08,-7.5667,24.1833,60.49,59,8,4.92
456,Sola,VU,2022-06-07 01:51:08,-13.8833,167.55,80.24,78,30,20.83
457,Cesvaine,LV,2022-06-07 01:51:08,56.9667,26.3167,50.52,71,100,3.96
458,Portland,US,2022-06-07 01:49:10,45.5234,-122.6762,67.62,59,75,9.22
459,Tashtagol,RU,2022-06-07 01:52:09,52.7657,87.8894,50.27,58,100,2.93
460,Rosetta,EG,2022-06-07 01:52:09,31.4044,30.4164,73.58,81,0,10.2
461,Sur,OM,2022-06-07 01:52:10,22.5667,59.5289,84.96,59,0,8.3
462,Murmino,RU,2022-06-07 01:52:10,54.6036,40.0544,48.47,92,2,7.72
463,Huaidian,CN,2022-06-07 01:52:11,33.4333,115.0333,84.47,30,98,10.42
464,Rodez,FR,2022-06-07 01:52:11,44.5,2.5833,58.68,94,0,1.14
465,Berlevag,NO,2022-06-07 01:52:12,70.8578,29.0864,48.15,66,100,12.66
466,Hofn,IS,2022-06-07 01:52:12,64.2539,-15.2082,46.26,76,100,4.25
467,Impfondo,CG,2022-06-07 01:52:12,1.6381,18.0667,70.29,96,76,2.17
468,Yaan,NG,2022-06-07 01:52:13,7.3833,8.5667,71.85,92,95,3.11
469,Mangan,IN,2022-06-07 01:52:13,27.5167,88.5333,75.92,95,100,2.01
470,Sarangani,PH,2022-06-07 01:52:14,5.4033,125.4636,83.52,72,22,5.39
471,Worthington,US,2022-06-07 01:51:09,40.0931,-83.018,66.61,94,100,10.36
472,Jumla,NP,2022-06-07 01:52:14,29.2747,82.1838,65.46,47,0,3.33
473,Carballo,ES,2022-06-07 01:52:15,43.213,-8.691,58.42,90,51,4.25
474,Svetlyy,RU,2022-06-07 01:52:15,54.675,20.1347,60.85,97,100,9.55
475,Onalaska,US,2022-06-07 01:52:15,43.8844,-91.2351,66.67,83,100,3.18
476,Bullhead City,US,2022-06-07 01:52:16,35.1478,-114.5683,107.02,12,0,5.75
477,Puri,IN,2022-06-07 01:52:16,19.8,85.85,84.72,83,14,15.75
478,Guerrero Negro,MX,2022-06-07 01:52:16,27.9769,-114.0611,64.83,82,42,21.97
479,Upata,VE,2022-06-07 01:52:17,8.0086,-62.3989,73.18,91,98,5.55
480,Necochea,AR,2022-06-07 01:52:17,-38.5473,-58.7368,51.78,69,100,10.33
481,Osa,RU,2022-06-07 01:52:18,57.2829,55.4567,53.87,95,100,11.74
482,Mount Gambier,AU,2022-06-07 01:52:18,-37.8333,140.7667,51.1,63,90,10.2
483,Bagdarin,RU,2022-06-07 01:52:19,54.4333,113.6,64.96,53,91,4.41
484,Kaitangata,NZ,2022-06-07 01:52:19,-46.2817,169.8464,58.39,58,34,5.26
485,Pallasovka,RU,2022-06-07 01:52:19,50.05,46.8833,55.81,88,0,12.53
486,Beringovskiy,RU,2022-06-07 01:52:20,63.05,179.3167,39.02,88,85,5.41
487,Kailua,US,2022-06-07 01:52:20,21.4022,-157.7394,87.78,71,20,9.22
488,Nipawin,CA,2022-06-07 01:52:21,53.3668,-104.0009,68.04,32,40,6.91
489,Angoche,MZ,2022-06-07 01:52:21,-16.2325,39.9086,65.14,94,16,8.16
490,Mogadishu,SO,2022-06-07 01:52:21,2.0371,45.3438,78.39,80,99,19.06
491,Slave Lake,CA,2022-06-07 01:52:22,55.2834,-114.769,58.98,63,100,10.36
492,Roswell,US,2022-06-07 01:50:11,34.0232,-84.3616,73.96,92,0,3.44
493,Broome,US,2022-06-07 01:52:22,42.2506,-75.833,71.67,57,99,7.0
494,Namtsy,RU,2022-06-07 01:52:23,62.7161,129.6658,81.01,33,65,4.83
495,Bell Ville,AR,2022-06-07 01:52:23,-32.6259,-62.6887,51.6,64,2,4.54
496,Nkhotakota,MW,2022-06-07 01:52:24,-12.9274,34.2961,61.97,78,34,7.56
497,Syracuse,IT,2022-06-07 01:52:24,37.0881,15.2792,71.31,72,0,7.49
498,Nanortalik,GL,2022-06-07 01:52:24,60.1432,-45.2371,40.03,94,100,8.34
499,Illapel,CL,2022-06-07 01:52:25,-31.6308,-71.1653,57.54,54,2,1.41
500,Tari,NG,2022-06-07 01:52:25,12.4086,4.4914,77.95,65,96,5.23
501,Russellville,US,2022-06-07 01:52:22,35.2784,-93.1338,80.74,79,0,0.0
502,Praia Da Vitoria,PT,2022-06-07 01:52:26,38.7333,-27.0667,68.25,88,40,8.19
503,Wernigerode,DE,2022-06-07 01:49:40,51.8333,10.7833,54.37,89,99,3.91
504,Kloulklubed,PW,2022-06-07 01:52:26,7.0419,134.2556,81.46,77,29,7.38
505,Benghazi,LY,2022-06-07 01:52:27,32.1167,20.0667,74.21,78,0,5.26
506,Plettenberg Bay,ZA,2022-06-07 01:53:27,-34.0527,23.3716,63.5,42,0,3.91
507,Buala,SB,2022-06-07 01:53:27,-8.145,159.5921,84.47,69,12,9.57
508,Ahipara,NZ,2022-06-07 01:53:28,-35.1667,173.1667,62.4,86,100,8.84
509,Oksfjord,NO,2022-06-07 01:53:28,70.2396,22.3479,48.27,71,83,15.48
510,Batemans Bay,AU,2022-06-07 01:53:29,-35.7167,150.1833,57.09,47,7,12.28
511,Xiongyue,CN,2022-06-07 01:53:29,40.1774,122.1228,57.6,89,100,9.06
512,Dingle,PH,2022-06-07 01:53:30,10.9995,122.6711,86.74,66,96,7.16
513,Cockburn Town,TC,2022-06-07 01:53:24,21.4612,-71.1419,80.47,86,100,15.82
514,Nabire,ID,2022-06-07 01:53:30,-3.3667,135.4833,85.1,64,36,4.43
515,Tijuana,MX,2022-06-07 01:53:31,32.5333,-117.0167,78.55,85,75,5.75
516,Ginda,IN,2022-06-07 01:53:31,30.6945,78.4932,77.27,23,0,1.12
517,Pishin,PK,2022-06-07 01:53:31,30.5803,66.9961,74.62,10,0,0.47
518,Panalingaan,PH,2022-06-07 01:53:32,8.7842,117.4231,86.77,61,97,2.57
519,Magomeni,TZ,2022-06-07 01:53:32,-6.8,39.25,73.78,88,75,5.75
520,Almenara,BR,2022-06-07 01:53:33,-16.1836,-40.6944,60.13,85,2,1.81
521,Paita,PE,2022-06-07 01:53:33,-5.0892,-81.1144,65.26,81,66,10.87
522,Waingapu,ID,2022-06-07 01:53:34,-9.6567,120.2641,85.32,66,37,13.02
523,Kibre Mengist,ET,2022-06-07 01:53:34,5.8833,38.9833,58.77,98,100,1.03
524,Bathsheba,BB,2022-06-07 01:53:34,13.2167,-59.5167,81.21,83,75,21.85
525,Caceres,ES,2022-06-07 01:53:35,39.522,-6.3748,62.24,80,63,4.36
526,Smithers,CA,2022-06-07 01:53:35,54.7804,-127.1743,59.32,55,40,8.05
527,Shelburne,CA,2022-06-07 01:52:00,44.0787,-80.2041,59.79,99,100,9.44
528,Encruzilhada Do Sul,BR,2022-06-07 01:53:36,-30.5439,-52.5219,54.25,99,100,7.31
529,Komsomolskiy,UZ,2022-06-07 01:53:36,40.4272,71.7189,75.92,33,0,2.3
530,Bakurianis Andeziti,GE,2022-06-07 01:53:37,41.7337,43.4724,51.85,97,77,0.34
531,Caldas Novas,BR,2022-06-07 01:53:37,-17.7417,-48.625,60.76,50,59,3.49
532,Pleszew,PL,2022-06-07 01:53:37,51.8964,17.7855,57.54,94,63,6.98
533,Ponta Delgada,PT,2022-06-07 01:53:38,37.7333,-25.6667,66.92,94,75,8.05
534,Erzin,TR,2022-06-07 01:53:38,36.9559,36.2,69.12,93,59,1.95
535,Nacozari,MX,2022-06-07 01:53:39,25.3366,-108.2574,82.11,68,0,7.85
536,Seybaplaya,MX,2022-06-07 01:53:39,19.65,-90.6667,81.88,81,100,11.07
537,Ambovombe,MG,2022-06-07 01:53:39,-25.1667,46.0833,67.19,82,60,13.58
538,Da Nang,VN,2022-06-07 01:53:40,16.0678,108.2208,93.18,49,20,1.14
539,Shenjiamen,CN,2022-06-07 01:53:40,29.9576,122.298,70.68,88,96,16.55
540,Kungurtug,RU,2022-06-07 01:53:41,50.5994,97.5228,47.43,45,52,2.84
541,Half Moon Bay,US,2022-06-07 01:53:41,37.4636,-122.4286,76.53,75,0,20.71
542,Linqiong,CN,2022-06-07 01:53:42,30.4159,103.4609,78.62,56,45,2.82
543,Najran,SA,2022-06-07 01:53:42,17.4924,44.1277,72.25,18,94,4.03
544,Nichinan,JP,2022-06-07 01:53:42,31.6,131.3667,74.88,62,0,3.83
545,Shache,CN,2022-06-07 01:53:43,38.4167,77.2406,77.97,23,11,6.71
546,Mecca,SA,2022-06-07 01:52:20,21.4267,39.8261,87.53,25,8,3.96
547,Bonavista,CA,2022-06-07 01:53:43,48.6499,-53.1147,40.24,88,19,10.04
548,Torbay,CA,2022-06-07 01:53:44,47.6666,-52.7314,42.39,80,20,6.91
